TransactionID,CustomerID,Product,PurchaseDate,Amount
173,2235,Service,2024-01-08 04:00:00,4368.73
174,2345,Course,2024-01-08 05:00:00,1434.01
175,2534,Service,2024-01-08 06:00:00,496.26
176,2860,Subscription,2024-01-08 07:00:00,3318.43
177,2797,Course,2024-01-08 08:00:00,3303.64
178,2781,Service,2024-01-08 09:00:00,565.17
179,2466,Course,2024-01-08 10:00:00,1662.37
180,2770,Subscription,2024-01-08 11:00:00,4964.79
181,2541,Course,2024-01-08 12:00:00,3424.29
182,2213,Service,2024-01-08 13:00:00,3677.37
183,2463,Subscription,2024-01-08 14:00:00,1143.29
184,2436,Subscription,2024-01-08 15:00:00,486.03
185,2283,Service,2024-01-08 16:00:00,1456.82
186,2562,Service,2024-01-08 17:00:00,1319.6
187,2607,Service,2024-01-08 18:00:00,1249.27
188,2463,Course,2024-01-08 19:00:00,1044.5
189,2407,Course,2024-01-08 20:00:00,2916.3
190,2088,Course,2024-01-08 21:00:00,1707.71
191,2044,Service,2024-01-08 22:00:00,4119.69
192,2461,Service,2024-01-08 23:00:00,1001.34
193,2278,Course,2024-01-09 00:00:00,2376.67
194,2683,Subscription,2024-01-09 01:00:00,166.92
195,2421,Course,2024-01-09 02:00:00,2460.24
196,2701,Subscription,2024-01-09 03:00:00,373.61
197,2353,Service,2024-01-09 04:00:00,4890.85
198,2696,Service,2024-01-09 05:00:00,3973.9
199,2515,Course,2024-01-09 06:00:00,2501.55
200,2703,Course,2024-01-09 07:00:00,524.28
201,2630,Service,2024-01-09 08:00:00,3002.98
202,2019,Course,2024-01-09 09:00:00,3817.94
203,2023,Service,2024-01-09 10:00:00,1034.51
204,2413,Service,2024-01-09 11:00:00,2884.22
205,2030,Subscription,2024-01-09 12:00:00,4089.63
206,2807,Course,2024-01-09 13:00:00,3864.41
207,2108,Service,2024-01-09 14:00:00,4034.66
208,2367,Course,2024-01-09 15:00:00,4408.68
209,2281,Subscription,2024-01-09 16:00:00,4694.64
210,2128,Subscription,2024-01-09 17:00:00,2087.05
211,2229,Course,2024-01-09 18:00:00,2886.97
212,2111,Course,2024-01-09 19:00:00,3974.23
213,2136,Service,2024-01-09 20:00:00,3515.99
214,2362,Subscription,2024-01-09 21:00:00,4978.05
215,2186,Subscription,2024-01-09 22:00:00,167.02
216,2656,Subscription,2024-01-09 23:00:00,1840.15
217,2584,Course,2024-01-10 00:00:00,1477.04
218,2129,Service,2024-01-10 01:00:00,1385.35
219,2876,Course,2024-01-10 02:00:00,1190.4
220,2261,Course,2024-01-10 03:00:00,3574.71
221,2515,Course,2024-01-10 04:00:00,515.32
222,2449,Service,2024-01-10 05:00:00,3733.88
223,2900,Course,2024-01-10 06:00:00,3497.79
224,2104,Subscription,2024-01-10 07:00:00,1328.94
225,2483,Subscription,2024-01-10 08:00:00,1338.89
226,2224,Subscription,2024-01-10 09:00:00,3181.42
227,2832,Service,2024-01-10 10:00:00,3834.64
228,2874,Course,2024-01-10 11:00:00,4394.78
229,2866,Service,2024-01-10 12:00:00,4275.48
230,2491,Course,2024-01-10 13:00:00,4827.93
231,2473,Subscription,2024-01-10 14:00:00,2948.79
232,2010,Course,2024-01-10 15:00:00,4552.41
233,2405,Course,2024-01-10 16:00:00,4061.72
234,2896,Course,2024-01-10 17:00:00,4483.87
235,2302,Service,2024-01-10 18:00:00,156.97
236,2231,Course,2024-01-10 19:00:00,4832.92
237,2731,Course,2024-01-10 20:00:00,2420.3
238,2923,Course,2024-01-10 21:00:00,4011.1
239,2066,Service,2024-01-10 22:00:00,723.3
240,2937,Service,2024-01-10 23:00:00,2040.11
241,2112,Service,2024-01-11 00:00:00,1430.16
242,2013,Course,2024-01-11 01:00:00,1529.13
243,2393,Subscription,2024-01-11 02:00:00,703.95
244,2500,Subscription,2024-01-11 03:00:00,4048.24
245,2932,Subscription,2024-01-11 04:00:00,145.29
246,2598,Course,2024-01-11 05:00:00,1631.28
247,2234,Subscription,2024-01-11 06:00:00,954.61
248,2602,Subscription,2024-01-11 07:00:00,2986.29
249,2314,Subscription,2024-01-11 08:00:00,1345.84
250,2566,Course,2024-01-11 09:00:00,1369.09
251,2012,Subscription,2024-01-11 10:00:00,2492.86
252,2209,Subscription,2024-01-11 11:00:00,3298.18
253,2974,Course,2024-01-11 12:00:00,694.39
254,2014,Service,2024-01-11 13:00:00,960.01
255,2633,Subscription,2024-01-11 14:00:00,1311.16
256,2418,Service,2024-01-11 15:00:00,4871.37
257,2437,Subscription,2024-01-11 16:00:00,2046.05
258,2377,Course,2024-01-11 17:00:00,3035.05
259,2020,Service,2024-01-11 18:00:00,1283.56
260,2587,Service,2024-01-11 19:00:00,2503.25
261,2912,Service,2024-01-11 20:00:00,463.18
262,2755,Service,2024-01-11 21:00:00,270.24
263,2735,Subscription,2024-01-11 22:00:00,2396.79
264,2070,Subscription,2024-01-11 23:00:00,2053.43
265,2824,Service,2024-01-12 00:00:00,770.71
266,2211,Subscription,2024-01-12 01:00:00,3469.25
267,2101,Service,2024-01-12 02:00:00,4965.23
268,2698,Service,2024-01-12 03:00:00,2038.67
269,2132,Course,2024-01-12 04:00:00,3160.34
270,2623,Service,2024-01-12 05:00:00,4818.58
271,2381,Subscription,2024-01-12 06:00:00,4174.52
272,2132,Service,2024-01-12 07:00:00,2371.41
273,2020,Course,2024-01-12 08:00:00,3713.7
274,2906,Subscription,2024-01-12 09:00:00,727.86
275,2536,Course,2024-01-12 10:00:00,2609.31
276,2227,Course,2024-01-12 11:00:00,1467.4
277,2154,Service,2024-01-12 12:00:00,889.7
278,2805,Course,2024-01-12 13:00:00,2188.78
279,2742,Course,2024-01-12 14:00:00,741.97
280,2469,Subscription,2024-01-12 15:00:00,3525.03
281,2822,Course,2024-01-12 16:00:00,2335.58
282,3000,Service,2024-01-12 17:00:00,2702.61
283,2871,Service,2024-01-12 18:00:00,817.24
284,2405,Service,2024-01-12 19:00:00,784.88
285,2202,Course,2024-01-12 20:00:00,2958.74
286,2038,Subscription,2024-01-12 21:00:00,4926.55
287,2942,Service,2024-01-12 22:00:00,571.63
288,2772,Course,2024-01-12 23:00:00,1500.08
289,2188,Service,2024-01-13 00:00:00,4360.35
290,2057,Service,2024-01-13 01:00:00,454.13
291,2941,Subscription,2024-01-13 02:00:00,4391.84
292,2020,Service,2024-01-13 03:00:00,2669.0
293,2273,Subscription,2024-01-13 04:00:00,2100.51
294,2119,Course,2024-01-13 05:00:00,1617.43
295,2583,Service,2024-01-13 06:00:00,1555.87
296,2516,Course,2024-01-13 07:00:00,1598.43
297,2221,Course,2024-01-13 08:00:00,4435.54
298,2526,Course,2024-01-13 09:00:00,3646.6
299,2515,Service,2024-01-13 10:00:00,3381.64
300,2728,Subscription,2024-01-13 11:00:00,4013.87
301,2741,Service,2024-01-13 12:00:00,1359.86
302,2336,Course,2024-01-13 13:00:00,3128.41
303,2698,Subscription,2024-01-13 14:00:00,2354.32
304,2055,Course,2024-01-13 15:00:00,3933.96
305,2500,Subscription,2024-01-13 16:00:00,1615.35
306,2900,Service,2024-01-13 17:00:00,3251.58
307,2888,Subscription,2024-01-13 18:00:00,4422.84
308,2766,Service,2024-01-13 19:00:00,2070.54
309,2536,Course,2024-01-13 20:00:00,426.45
310,2162,Subscription,2024-01-13 21:00:00,2628.65
311,2670,Course,2024-01-13 22:00:00,1795.27
312,2594,Subscription,2024-01-13 23:00:00,3393.9
313,2915,Service,2024-01-14 00:00:00,4760.06
314,2159,Subscription,2024-01-14 01:00:00,2479.48
315,2188,Subscription,2024-01-14 02:00:00,2384.33
316,2060,Service,2024-01-14 03:00:00,3307.47
317,2915,Service,2024-01-14 04:00:00,607.14
318,2817,Service,2024-01-14 05:00:00,1342.18
319,2319,Subscription,2024-01-14 06:00:00,4603.0
320,2878,Course,2024-01-14 07:00:00,3382.72
321,2211,Subscription,2024-01-14 08:00:00,165.88
322,2406,Subscription,2024-01-14 09:00:00,1102.66
323,2664,Course,2024-01-14 10:00:00,3445.9
324,2109,Service,2024-01-14 11:00:00,3845.56
325,2076,Subscription,2024-01-14 12:00:00,4215.31
326,2542,Course,2024-01-14 13:00:00,1531.67
327,2314,Service,2024-01-14 14:00:00,4662.04
328,2998,Service,2024-01-14 15:00:00,2809.44
329,2117,Subscription,2024-01-14 16:00:00,3513.04
330,2927,Service,2024-01-14 17:00:00,3024.02
331,2868,Service,2024-01-14 18:00:00,701.43
332,2704,Course,2024-01-14 19:00:00,4819.26
333,2019,Course,2024-01-14 20:00:00,702.09
334,2432,Service,2024-01-14 21:00:00,1348.92
335,2685,Course,2024-01-14 22:00:00,4086.78
336,2740,Service,2024-01-14 23:00:00,3131.13
337,2350,Subscription,2024-01-15 00:00:00,4206.93
338,2183,Course,2024-01-15 01:00:00,2627.11
339,2113,Service,2024-01-15 02:00:00,1947.27
340,2183,Service,2024-01-15 03:00:00,4617.04
341,2481,Course,2024-01-15 04:00:00,277.64
342,2146,Course,2024-01-15 05:00:00,4295.04
343,2831,Subscription,2024-01-15 06:00:00,1231.01
344,2628,Service,2024-01-15 07:00:00,4258.81
345,2113,Subscription,2024-01-15 08:00:00,782.06
346,2763,Subscription,2024-01-15 09:00:00,2943.07
347,2476,Subscription,2024-01-15 10:00:00,4451.73
348,2763,Course,2024-01-15 11:00:00,2420.34
349,2303,Subscription,2024-01-15 12:00:00,3758.18
350,2971,Course,2024-01-15 13:00:00,4042.89
351,2825,Course,2024-01-15 14:00:00,3708.82
352,2118,Subscription,2024-01-15 15:00:00,4634.12
353,2813,Subscription,2024-01-15 16:00:00,2289.49
354,2161,Service,2024-01-15 17:00:00,948.31
355,2401,Subscription,2024-01-15 18:00:00,334.27
356,2198,Service,2024-01-15 19:00:00,1307.65
357,2260,Subscription,2024-01-15 20:00:00,801.67
358,2660,Subscription,2024-01-15 21:00:00,2833.95
359,2752,Subscription,2024-01-15 22:00:00,1006.23
360,2047,Subscription,2024-01-15 23:00:00,290.78
361,2987,Service,2024-01-16 00:00:00,276.35
362,2399,Service,2024-01-16 01:00:00,4174.69
363,2710,Subscription,2024-01-16 02:00:00,2998.1
364,2559,Subscription,2024-01-16 03:00:00,1854.62
365,2078,Service,2024-01-16 04:00:00,4481.72
366,2124,Course,2024-01-16 05:00:00,443.96
367,2075,Course,2024-01-16 06:00:00,4903.58
368,2871,Course,2024-01-16 07:00:00,3119.83
369,2137,Service,2024-01-16 08:00:00,998.97
370,2602,Service,2024-01-16 09:00:00,3427.44
371,2400,Course,2024-01-16 10:00:00,3840.57
372,2837,Course,2024-01-16 11:00:00,2203.78
373,2505,Subscription,2024-01-16 12:00:00,4322.0
374,2500,Service,2024-01-16 13:00:00,838.59
375,2573,Service,2024-01-16 14:00:00,1466.3
376,2138,Course,2024-01-16 15:00:00,558.11
377,2050,Course,2024-01-16 16:00:00,1133.3
378,2771,Service,2024-01-16 17:00:00,1269.77
379,2973,Subscription,2024-01-16 18:00:00,4596.4
380,2619,Course,2024-01-16 19:00:00,482.74
381,2625,Service,2024-01-16 20:00:00,2194.33
382,2862,Service,2024-01-16 21:00:00,2708.75
383,2254,Subscription,2024-01-16 22:00:00,4503.6
384,2630,Subscription,2024-01-16 23:00:00,4988.71
385,2710,Course,2024-01-17 00:00:00,3791.6
386,2849,Course,2024-01-17 01:00:00,4856.88
387,2877,Course,2024-01-17 02:00:00,3956.8
388,2563,Service,2024-01-17 03:00:00,4819.69
389,2757,Course,2024-01-17 04:00:00,3565.63
390,2915,Service,2024-01-17 05:00:00,490.84
391,2426,Course,2024-01-17 06:00:00,2069.41
392,2547,Subscription,2024-01-17 07:00:00,3268.33
393,2302,Subscription,2024-01-17 08:00:00,1818.52
394,2922,Service,2024-01-17 09:00:00,1439.58
395,2581,Subscription,2024-01-17 10:00:00,2929.26
396,2349,Service,2024-01-17 11:00:00,4674.16
397,2832,Service,2024-01-17 12:00:00,271.41
398,2933,Subscription,2024-01-17 13:00:00,3869.23
399,2980,Service,2024-01-17 14:00:00,3641.36
400,2049,Subscription,2024-01-17 15:00:00,4823.37
401,2917,Course,2024-01-17 16:00:00,4660.48
402,2074,Course,2024-01-17 17:00:00,3834.94
403,2704,Subscription,2024-01-17 18:00:00,2650.0
404,2261,Subscription,2024-01-17 19:00:00,1100.91
405,2356,Subscription,2024-01-17 20:00:00,2771.66
406,2582,Subscription,2024-01-17 21:00:00,3850.22
407,2602,Course,2024-01-17 22:00:00,4488.78
408,2260,Service,2024-01-17 23:00:00,3969.59
409,2638,Service,2024-01-18 00:00:00,1056.81
410,2743,Course,2024-01-18 01:00:00,3038.46
411,2295,Service,2024-01-18 02:00:00,1727.65
412,2931,Course,2024-01-18 03:00:00,145.11
413,2641,Service,2024-01-18 04:00:00,1081.08
414,2792,Subscription,2024-01-18 05:00:00,654.78
415,2313,Subscription,2024-01-18 06:00:00,4229.32
416,2612,Subscription,2024-01-18 07:00:00,1366.68
417,2838,Course,2024-01-18 08:00:00,1495.02
418,2809,Course,2024-01-18 09:00:00,4803.69
419,2182,Service,2024-01-18 10:00:00,1957.52
420,2686,Service,2024-01-18 11:00:00,146.97
421,2828,Service,2024-01-18 12:00:00,1490.85
422,2364,Course,2024-01-18 13:00:00,684.57
423,2188,Service,2024-01-18 14:00:00,603.76
424,2569,Subscription,2024-01-18 15:00:00,479.69
425,2543,Service,2024-01-18 16:00:00,3006.97
426,2596,Subscription,2024-01-18 17:00:00,1027.8
427,2664,Course,2024-01-18 18:00:00,1870.09
428,2985,Subscription,2024-01-18 19:00:00,4323.89
429,2548,Subscription,2024-01-18 20:00:00,2179.26
430,2725,Subscription,2024-01-18 21:00:00,4586.89
431,2926,Course,2024-01-18 22:00:00,2539.9
432,2408,Course,2024-01-18 23:00:00,2054.3
433,2876,Course,2024-01-19 00:00:00,3776.91
434,2618,Course,2024-01-19 01:00:00,458.56
435,2414,Service,2024-01-19 02:00:00,538.44
436,2342,Course,2024-01-19 03:00:00,3294.67
437,2220,Subscription,2024-01-19 04:00:00,2486.01
438,2903,Course,2024-01-19 05:00:00,3973.03
439,2163,Service,2024-01-19 06:00:00,4589.73
440,2951,Service,2024-01-19 07:00:00,2003.0
441,2220,Service,2024-01-19 08:00:00,3022.41
442,2270,Subscription,2024-01-19 09:00:00,2553.41
443,2632,Course,2024-01-19 10:00:00,4909.89
444,2906,Course,2024-01-19 11:00:00,4172.31
445,2848,Course,2024-01-19 12:00:00,4567.51
446,2400,Subscription,2024-01-19 13:00:00,1346.27
447,2182,Subscription,2024-01-19 14:00:00,3885.38
448,2991,Service,2024-01-19 15:00:00,1400.82
449,2618,Service,2024-01-19 16:00:00,1122.84
450,2729,Course,2024-01-19 17:00:00,4726.9
451,2205,Subscription,2024-01-19 18:00:00,194.59
452,2582,Subscription,2024-01-19 19:00:00,4830.4
453,2556,Course,2024-01-19 20:00:00,831.38
454,2841,Course,2024-01-19 21:00:00,4115.25
455,2813,Service,2024-01-19 22:00:00,1452.02
456,2228,Service,2024-01-19 23:00:00,1818.44
457,2696,Service,2024-01-20 00:00:00,1162.11
458,2619,Course,2024-01-20 01:00:00,2969.02
459,2596,Course,2024-01-20 02:00:00,1805.67
460,2850,Service,2024-01-20 03:00:00,3321.23
461,2250,Service,2024-01-20 04:00:00,176.67
462,2875,Subscription,2024-01-20 05:00:00,415.44
463,2441,Subscription,2024-01-20 06:00:00,588.34
464,2533,Service,2024-01-20 07:00:00,2153.07
465,2196,Service,2024-01-20 08:00:00,4092.5
466,2690,Subscription,2024-01-20 09:00:00,4452.07
467,2929,Service,2024-01-20 10:00:00,1299.57
468,2987,Subscription,2024-01-20 11:00:00,2914.41
469,2519,Subscription,2024-01-20 12:00:00,3864.99
470,2070,Subscription,2024-01-20 13:00:00,1515.26
471,2639,Course,2024-01-20 14:00:00,2104.14
472,2399,Course,2024-01-20 15:00:00,2667.47
473,2978,Service,2024-01-20 16:00:00,760.89
474,2672,Subscription,2024-01-20 17:00:00,227.31
475,2760,Course,2024-01-20 18:00:00,848.75
476,2203,Service,2024-01-20 19:00:00,3171.58
477,2148,Service,2024-01-20 20:00:00,460.73
478,2472,Service,2024-01-20 21:00:00,1029.51
479,2655,Service,2024-01-20 22:00:00,1755.48
480,2944,Service,2024-01-20 23:00:00,481.56
481,2199,Subscription,2024-01-21 00:00:00,1039.33
482,2917,Service,2024-01-21 01:00:00,4565.22
483,2426,Subscription,2024-01-21 02:00:00,194.57
484,2666,Course,2024-01-21 03:00:00,3301.82
485,2492,Service,2024-01-21 04:00:00,1983.6
486,2888,Course,2024-01-21 05:00:00,3395.98
487,2896,Subscription,2024-01-21 06:00:00,2984.59
488,2142,Subscription,2024-01-21 07:00:00,1195.14
489,2313,Course,2024-01-21 08:00:00,4251.33
490,2165,Service,2024-01-21 09:00:00,2510.51
491,2314,Service,2024-01-21 10:00:00,4130.43
492,2021,Course,2024-01-21 11:00:00,2089.46
493,2082,Course,2024-01-21 12:00:00,4924.96
494,2581,Course,2024-01-21 13:00:00,3875.4
495,2131,Service,2024-01-21 14:00:00,4833.16
496,2599,Service,2024-01-21 15:00:00,2620.2
497,2730,Service,2024-01-21 16:00:00,2421.09
498,2933,Course,2024-01-21 17:00:00,3801.72
499,2984,Service,2024-01-21 18:00:00,4413.43
500,2305,Subscription,2024-01-21 19:00:00,4824.31
501,2915,Course,2024-01-21 20:00:00,1690.3
502,2371,Service,2024-01-21 21:00:00,4013.65
503,2857,Course,2024-01-21 22:00:00,1132.16
504,2853,Subscription,2024-01-21 23:00:00,2773.31
505,2384,Subscription,2024-01-22 00:00:00,981.26
506,2908,Course,2024-01-22 01:00:00,1802.25
507,2445,Course,2024-01-22 02:00:00,4663.66
508,2425,Subscription,2024-01-22 03:00:00,815.84
509,2161,Course,2024-01-22 04:00:00,3198.76
510,2178,Subscription,2024-01-22 05:00:00,3005.48
511,2629,Subscription,2024-01-22 06:00:00,691.62
512,2708,Service,2024-01-22 07:00:00,1697.3
513,2895,Course,2024-01-22 08:00:00,2858.61
514,2490,Course,2024-01-22 09:00:00,1017.18
515,2327,Service,2024-01-22 10:00:00,4023.06
516,2598,Subscription,2024-01-22 11:00:00,4863.57
517,2289,Course,2024-01-22 12:00:00,1152.32
518,2593,Service,2024-01-22 13:00:00,1015.87
519,2664,Service,2024-01-22 14:00:00,2329.18
520,2573,Course,2024-01-22 15:00:00,3764.05
521,2573,Service,2024-01-22 16:00:00,1479.84
522,2354,Subscription,2024-01-22 17:00:00,197.41
523,2028,Service,2024-01-22 18:00:00,2751.98
524,2954,Subscription,2024-01-22 19:00:00,4787.34
525,2043,Subscription,2024-01-22 20:00:00,2017.26
526,2681,Course,2024-01-22 21:00:00,2158.66
527,2423,Service,2024-01-22 22:00:00,4847.62
